host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,host_type,availability_type
276291,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,155,3,222,2.1,2,232,466.20000000000005,Small Host,High Availability
277379,Manhattan,Harlem,40.8251,-73.94287,Private room,60,1,458,4.58,2,258,2097.64,Small Host,High Availability
277394,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,135,2,21,0.26,1,272,5.46,Single Listing,High Availability
279797,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,17,0.3,1,341,5.1,Single Listing,High Availability
282927,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,0.39,1,244,15.99,Single Listing,High Availability
204539,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,140,14,1,0.01,5,365,0.01,Small Host,High Availability
274782,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,135,2,69,0.67,1,12,46.230000000000004,Single Listing,Low Availability
186084,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,250,4,18,0.18,2,265,3.2399999999999998,Small Host,High Availability
288031,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,0.78,1,0,63.96,Single Listing,Low Availability
99212,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,0.1,1,91,1.0,Single Listing,Medium Availability
292204,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,1.83,2,365,334.89,Small Host,High Availability
256161,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,1.82,5,253,343.98,Small Host,High Availability
249372,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,0.11,1,365,0.11,Single Listing,High Availability
292630,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,1.22,1,320,154.94,Single Listing,High Availability
293394,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,0.04,1,0,0.16,Single Listing,Low Availability
126607,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,1.3,3,192,175.5,Small Host,High Availability
295760,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,0.2,1,0,4.2,Single Listing,Low Availability
297176,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,2.21,2,0,22.1,Small Host,Low Availability
297769,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,1.8,2,353,307.8,Small Host,High Availability
23619,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,0.9,1,140,82.8,Single Listing,Medium Availability
281764,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,2.3,1,2,547.4,Single Listing,Low Availability
303882,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,0.58,1,56,32.48,Single Listing,Medium Availability
197755,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,2.13,1,68,236.42999999999998,Single Listing,Medium Availability
303939,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,36,2,193,1.85,6,360,357.05,Medium Host,High Availability
303939,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,37,2,147,1.44,6,0,211.67999999999998,Medium Host,Low Availability
303939,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,37,2,177,1.71,6,320,302.67,Medium Host,High Availability
306545,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,185,1.78,2,326,329.3,Small Host,High Availability
306605,Manhattan,Chelsea,40.74238,-73.99567,Entire home/apt,205,9,62,0.7,2,76,43.4,Small Host,Medium Availability
306739,Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,285,3,124,1.22,3,279,151.28,Small Host,High Availability
308875,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,1.77,2,15,320.37,Small Host,Low Availability
303939,Staten Island,Tompkinsville,40.63481,-74.08519,Private room,36,2,333,3.19,6,340,1062.27,Medium Host,High Availability
307962,Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,4.5,1,226,1984.5,Single Listing,High Availability
308652,Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,0.46,2,365,20.7,Small Host,High Availability
310458,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,0.09,2,0,0.8099999999999999,Small Host,Low Availability
295128,Bronx,Clason Point,40.81309,-73.85514,Private room,90,2,0,0.0,7,349,0.0,Medium Host,High Availability
310670,Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,105,2,38,0.5,13,365,19.0,Medium Host,High Availability
170510,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,135,2,248,2.39,2,11,592.72,Small Host,Low Availability
311286,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,70,3,36,0.41,4,281,14.76,Small Host,High Availability
312288,Manhattan,Inwood,40.86648,-73.9263,Private room,75,7,0,0.0,2,323,0.0,Small Host,High Availability
312722,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,0.14,4,362,1.9600000000000002,Small Host,High Availability
146944,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,0.0,1,0,0.0,Single Listing,Low Availability
313317,Brooklyn,Crown Heights,40.6778,-73.94339,Private room,100,3,279,2.69,1,301,750.51,Single Listing,High Availability
311286,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,4,18,0.22,4,189,3.96,Small Host,High Availability
314256,Brooklyn,Crown Heights,40.6761,-73.9529,Private room,110,6,50,3.55,1,0,177.5,Single Listing,Low Availability
314582,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,2.27,2,287,515.29,Small Host,High Availability
7310,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,0.16,1,14,0.16,Single Listing,Low Availability
46978,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,1.96,2,86,397.88,Small Host,Medium Availability
317809,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,2.1,1,261,441.0,Single Listing,High Availability
319092,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,0.67,1,68,42.88,Single Listing,Medium Availability
320422,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,0.0,1,0,0.0,Single Listing,Low Availability
320450,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,0.15,1,231,0.75,Single Listing,High Availability
320761,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,0.48,1,152,23.52,Single Listing,Medium Availability
320538,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,1.27,1,46,167.64000000000001,Single Listing,Medium Availability
321756,Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,0.26,1,364,5.2,Single Listing,High Availability
321934,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,0.11,1,246,1.21,Single Listing,High Availability
322884,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,0.57,1,288,29.069999999999997,Single Listing,High Availability
322716,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,0.15,5,331,2.25,Small Host,High Availability
324460,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,1.31,1,51,87.77000000000001,Single Listing,Medium Availability
314941,Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,1.11,3,364,120.99000000000001,Small Host,High Availability
325389,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,0.11,1,254,0.99,Single Listing,High Availability
136227,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,1.87,1,189,349.69,Single Listing,High Availability
327673,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,2.08,2,263,445.12,Small Host,High Availability
329436,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,0.79,2,258,54.510000000000005,Small Host,High Availability
101597,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,0.26,1,103,5.720000000000001,Single Listing,Medium Availability
330347,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,0.56,1,42,31.360000000000003,Single Listing,Medium Availability
332189,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,0.93,1,246,86.49000000000001,Single Listing,High Availability
323517,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,1.05,2,364,109.2,Small Host,High Availability
338454,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,0.68,1,318,43.52,Single Listing,High Availability
240427,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,1.25,2,72,158.75,Small Host,Medium Availability
342054,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,0.32,1,249,9.6,Single Listing,High Availability
282655,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,1.34,3,272,142.04000000000002,Small Host,High Availability
343250,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,0.1,1,325,0.6000000000000001,Single Listing,High Availability
352168,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,0.55,1,35,26.400000000000002,Single Listing,Medium Availability
155689,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,0.49,1,203,23.03,Single Listing,High Availability
353965,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,1.27,1,132,152.4,Single Listing,Medium Availability
354330,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,0.63,1,5,32.76,Single Listing,Low Availability
361855,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,0.43,2,276,13.76,Small Host,High Availability
363834,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,0.42,1,102,18.06,Single Listing,Medium Availability
364955,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,0.44,1,251,17.16,Single Listing,High Availability
365153,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,0.5,1,188,25.0,Single Listing,High Availability
369015,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,0.35,2,346,1.4,Small Host,High Availability
373085,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,0.39,1,0,14.82,Single Listing,Low Availability
340692,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,0.36,1,15,10.44,Single Listing,Low Availability
211877,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,0.6,1,71,35.4,Single Listing,Medium Availability
389924,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,0.67,2,215,45.56,Small Host,High Availability
331328,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,0.27,3,253,7.0200000000000005,Small Host,High Availability
391325,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,0.31,1,78,9.61,Single Listing,Medium Availability
265109,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,2.01,1,257,397.97999999999996,Single Listing,High Availability
394752,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,0.01,1,0,0.01,Single Listing,Low Availability
308875,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,2.17,2,8,477.4,Small Host,Low Availability
401696,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,2.81,1,191,803.66,Single Listing,High Availability
118971,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,3.97,3,182,1580.0600000000002,Small Host,High Availability
417504,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,0.36,28,79,12.959999999999999,Large Host,Medium Availability
134355,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,0.36,1,49,12.959999999999999,Single Listing,Medium Availability
422561,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,0.1,1,0,0.6000000000000001,Single Listing,Low Availability
430188,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,0.76,6,343,57.76,Medium Host,High Availability
434987,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,1.81,1,200,329.42,Single Listing,High Availability
438133,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,0.51,2,189,17.34,Small Host,High Availability
417504,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,0.02,28,60,0.04,Large Host,Medium Availability
448312,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,0.68,2,0,44.88,Small Host,Low Availability
448312,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,0.85,2,106,68.0,Small Host,Medium Availability
449787,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,2.4,1,276,576.0,Single Listing,High Availability
451545,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,1.07,1,248,49.220000000000006,Single Listing,High Availability
453519,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,2.27,1,194,517.5600000000001,Single Listing,High Availability
454756,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,0.05,1,135,0.25,Single Listing,Medium Availability
456638,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,0.11,1,30,0.88,Single Listing,Low Availability
410094,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,0.33,1,0,10.89,Single Listing,Low Availability
417504,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,0.14,28,81,1.8200000000000003,Large Host,Medium Availability
459054,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,0.05,1,0,0.25,Single Listing,Low Availability
462776,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,3.88,1,142,1505.44,Single Listing,Medium Availability
464506,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,2.22,2,60,495.06000000000006,Small Host,Medium Availability
322716,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,0.11,5,179,1.21,Small Host,Medium Availability
327900,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,1.51,2,52,228.01,Small Host,Medium Availability
209460,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,2.26,4,324,492.67999999999995,Small Host,High Availability
25183,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,0.76,2,237,57.0,Small Host,High Availability
35375,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,1.21,2,365,50.82,Small Host,High Availability
503800,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,0.0,1,365,0.0,Single Listing,High Availability
478395,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,3.74,1,204,1383.8000000000002,Single Listing,High Availability
473113,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,1.04,1,272,108.16,Single Listing,High Availability
509341,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,0.13,1,0,1.69,Single Listing,Low Availability
509918,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,0.07,1,9,0.28,Single Listing,Low Availability
116599,Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,165,4,11,0.11,3,365,1.21,Small Host,High Availability
31374,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,0.01,3,181,0.01,Small Host,High Availability
520279,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,0.19,1,189,3.61,Single Listing,High Availability
522065,Manhattan,East Harlem,40.79406,-73.94102,Shared room,65,7,131,1.31,2,0,171.61,Small Host,Low Availability
522164,Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,0.15,1,189,2.25,Single Listing,High Availability
523218,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,1.37,1,296,186.32000000000002,Single Listing,High Availability
526653,Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,0.45,1,88,19.35,Single Listing,Medium Availability
526805,Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,130,7,98,0.99,1,35,97.02,Single Listing,Medium Availability
530032,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,0.31,1,0,9.61,Single Listing,Low Availability
178043,Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,212,21,45,0.46,1,35,20.7,Single Listing,Medium Availability
465278,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,1.76,1,359,218.24,Single Listing,High Availability
251176,Manhattan,East Village,40.72577,-73.98745,Entire home/apt,249,5,166,1.68,2,365,278.88,Small Host,High Availability
547386,Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,0.13,1,335,1.69,Single Listing,High Availability
322716,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,0.16,5,282,2.4,Small Host,High Availability
551055,Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,3.83,2,247,1455.4,Small Host,High Availability
552679,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,0.87,1,102,74.82,Single Listing,Medium Availability
306739,Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,2.53,3,274,627.4399999999999,Small Host,High Availability
3088389,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,0.56,1,201,27.44,Single Listing,High Availability
568568,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,0.57,1,98,30.779999999999998,Single Listing,Medium Availability
572527,Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,0.03,1,157,0.09,Single Listing,Medium Availability
573316,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,0.02,1,0,0.02,Single Listing,Low Availability
571952,Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,225,2,56,0.57,1,312,31.919999999999998,Single Listing,High Availability
181376,Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,1.66,2,331,270.58,Small Host,High Availability
314582,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2.51,2,275,619.9699999999999,Small Host,High Availability
275582,Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,85,10,116,1.17,1,174,135.72,Single Listing,Medium Availability
579495,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,0.28,2,223,7.5600000000000005,Small Host,High Availability
